Hugo_Symbol	SHAH_H000004_T09_01_WG01	SHAH_H000005_T26_01_WG01	SHAH_H000222_T01_07_WG01	SHAH_H000006_T15_01_WG01	SHAH_H000011_T08_01_WG01	SHAH_H000013_T17_01_WG01	SHAH_H000009_T15_02_WG01	SHAH_H000019_T10_01_WG01	SHAH_H000020_T07_02_WG01	SHAH_H000021_T07_01_WG01	SHAH_H000022_T10_01_WG01	SHAH_H000023_T06_01_WG01	SHAH_H000039_T10_01_WG01	SHAH_H000024_T08_01_WG01	SHAH_H000025_T04_02_WG01	SHAH_H000026_T01_02_WG01	SHAH_H000031_T08_01_WG01	SHAH_H000036_T06_01_WG01	SHAH_H000033_T16_01_WG01	SHAH_H000034_T07_01_WG01	SHAH_H000035_T13_01_WG01	SHAH_H000037_T18_01_WG01	SHAH_H000038_T14_01_WG01	SHAH_H000041_T02_05_WG01	SHAH_H000149_T02_02_WG01	SHAH_H000180_T02_02_WG01	SHAH_H000181_T10_01_WG01	SHAH_H000213_T13_01_WG01	SHAH_H000214_T11_01_WG01	SHAH_H000338_T05_01_WG01	SHAH_H000340_T05_01_WG01	SHAH_H000339_T03_03_WG01	SHAH_H000342_T04_03_WG01	SHAH_H000705_T02_03_WG01	SHAH_H000708_T06_01_WG01	SHAH_H000706_T04_01_WG01	SHAH_H000707_T08_01_WG01	SHAH_H001749_T06_01_WG01	SHAH_H001750_T06_01_WG01	SHAH_H001753_T04_01_WG01
CEP89	0	0	-1	0	0	-1	0	-1	1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	-1	0	0	0	0
CHCHD7	0	0	-1	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0
CHD2	0	0	0	-1	-1	-1	-1	0	0	-1	0	-1	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	-1	-1	-1	-1	0	-1	-1	0	0
CHD4	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	0	-1	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
CHEK2	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
CHIC2	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	0
CHST11	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	-1	-1	0
CIC	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	-1	0	-1	0	0	0	0	0	-1	-1	-1	-1	0	0	0	0
CIITA	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLIP1	0	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	-1	-1	0	0	0	-1	0	0	0	0	-1	-1	0
CLP1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0
CLTC	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
CLTCL1	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
CNBD1	0	0	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0
CNBP	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1
CNOT3	0	0	-1	0	0	-1	0	-1	0	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	0	-1	0
CNTNAP2	0	0	0	0	-1	-1	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0
CNTRL	0	0	0	0	-1	0	0	-1	-1	0	-1	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	-1	0	0	-1	0	0	-1	-1	-1	0	-1	0
COL1A1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
COL2A1	1	-1	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
COL3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	-1
COX6C	0	0	0	-1	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0
CPEB3	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	-1	0	-1
CREB1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0
CREB3L1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	-1	0	0	0
CREB3L2	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0
CREBBP	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	-1	0	0	0	0	0	-1
CRLF2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
CRNKL1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
CRTC1	0	0	-1	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0
CRTC3	0	0	0	-1	-1	-1	-1	0	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	0	0
CSF1R	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	0	0	0
CSF3R	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0
CSMD3	0	0	-1	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
CTCF	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	-1
CTNNA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
CTNNB1	0	0	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	0
CTNND1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0
CTNND2	0	0	0	0	-1	0	0	0	1	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0
CUL3	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	0	-1	0	0	-1	-1	0	-1	0	0
CUX1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	-1	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
CXCR4	0	0	0	-1	0	-1	0	0	0	0	-1	-1	0	0	1	0	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	-1	-1	0	-1	0	0
CYLD	0	0	0	-1	0	-1	-1	0	0	-1	0	0	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	-1	0	-1
CYP2C8	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	-1	0	-1
CYSLTR2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1
DAXX	0	0	0	-1	-1	0	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0
DCAF12L2	0	-1	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	0	-1	0	-1	-1	-1	0
DCC	-1	0	-1	-1	-1	-1	0	-1	-1	0	-1	-1	0	0	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	-1	-1	-1
DCTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
DDB2	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	-1	0	0	0
DDIT3	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
DDR2	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX10	0	0	0	-1	0	-1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	-1	-1	0	0
DDX3X	0	-1	0	0	0	0	1	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	0	-1	-1	0
DDX5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
DDX6	0	0	0	-1	0	-1	0	0	-1	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0
DEK	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	-1	0	1	0	0	0
DGCR8	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	0	-1	0	0	-1	0	0	0	-1	-1	-1	-1	-1	0	-1	0	0	-1
DICER1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	0	-1	0
DNAJB1	0	0	0	-1	0	-1	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0
DNM2	0	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	0
DNMT3A	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0
DROSHA	0	0	0	0	-1	0	2	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	1	0	2	0	0	0	0	-1	0	0	0	0
DUX4	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	-1	1	1	-1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	1
EBF1	0	0	0	0	-1	0	0	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	0	0	-1	0	-1	0	-1	0	0	0	0
ECT2L	0	-1	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	0	-1
EED	0	0	0	-1	0	-1	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0
EGFR	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0
EIF1AX	0	-1	0	-1	0	0	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0
EIF3E	0	0	0	0	0	0	0	1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	1	0	0	0	0	0	0	0
EIF4A2	-1	1	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	-1	0
ELF3	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ELF4	0	-1	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0
ELK4	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0
ELL	0	0	1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0
ELN	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0
ELOF1	0	0	0	-1	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	0
EME1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
EML4	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0
EP300	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
EPAS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
EPHA3	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0
EPHA7	0	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	0	-1	-1	0
EPS15	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0
ERAP1	0	0	0	0	-1	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	-1	0	0
ERAP2	0	0	0	0	-1	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	-1	0	0
ERBB2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ERBB3	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
ERBB4	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	0	-1	0	0	-1	-1	0	-1	0	0
ERC1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0
ERCC2	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	-1	0	-1	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	0
ERCC3	0	0	0	-1	0	-1	0	0	0	0	-1	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0
ERCC4	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0
ERCC5	-1	0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	-1	-1	-1	-1	-1
ERG	0	0	0	-1	-1	-1	-1	0	0	-1	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	0	0
ESR1	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	-1
ETNK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
ETV1	0	0	-1	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	-1	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	0
ETV4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ETV5	0	1	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0
ETV6	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-1	0	-1	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
EWSR1	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
EXT1	0	0	-1	0	0	1	0	1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1	0	0	0	0
EXT2	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	0	0
EZH2	0	0	0	0	-1	-1	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0
EZR	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1
FAM131B	0	0	0	0	-1	-1	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0
FAM135B	0	0	-1	0	1	1	0	1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	-1	-1	-1	0	0	0	-1	0	0	0	0	0	1	0
FAM46C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
FAM47C	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	0	0
FANCA	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	0	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	-1
FANCC	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	-1	-1	-1	0	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	-1	0	0	0
FANCD2	0	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	0	0	-1	0	0	0	0	-1	0
FANCE	0	0	0	-1	-1	0	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0
FANCF	-1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	0	0
FANCG	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	-1	-1	0	0
FAS	0	-1	0	0	-1	-1	0	0	0	-1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	-1	0	-1
FAT1	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	-1	-1	-1	0
FAT3	0	0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0
FAT4	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	-1	-1	-1	0
FBLN2	0	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	-1	0
FBXO11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
FBXW7	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	0	0	-1	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	-1	0
FCGR2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
FCRL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEN1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	-1	0	0
FES	0	0	0	-1	-1	-1	-1	0	0	-1	0	-1	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	-1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	0	0
FEV	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	0
FGFR1	0	0	1	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	-1	0	0	0
FGFR1OP	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1
FGFR2	0	-1	0	-1	0	-1	0	0	0	-1	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	-1
FGFR3	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	-1	0	0	0
FGFR4	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	0	0	0
FH	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0
